"N","param","mean","2.5%","25%","50%","75%","97.5%","species","it"
150,"mu[1]",-2.945829737,-4.279462605,-3.378947899,-2.927123257,-2.497599889,-1.73260472,"Thaleichthys pacificus",4
150,"mu[2]",-4.521133916,-4.981470684,-4.806514838,-4.595116657,-4.306653662,-3.659172765,"Thaleichthys pacificus",4
150,"mu[3]",-4.676833259,-4.986690092,-4.891052852,-4.752149565,-4.538454505,-3.947329745,"Thaleichthys pacificus",4
150,"mu[4]",-4.680653593,-4.99218192,-4.896937061,-4.755454646,-4.540756694,-3.970244503,"Thaleichthys pacificus",4
150,"mu[5]",-4.652120628,-4.990396586,-4.8842622,-4.738157029,-4.508597286,-3.813848562,"Thaleichthys pacificus",4
150,"alpha",2.708517495,2.216441845,2.538897475,2.704867856,2.864990121,3.232192316,"Thaleichthys pacificus",5
150,"rho",-1.572864305,-1.935506364,-1.677661996,-1.57029953,-1.46275635,-1.239833306,"Thaleichthys pacificus",5
150,"sigma",1.437407184,1.043146361,1.281601042,1.42338254,1.578187916,1.917885247,"Thaleichthys pacificus",5
150,"mu[1]",-2.867052005,-4.174929721,-3.296366643,-2.857862343,-2.430110239,-1.64152021,"Thaleichthys pacificus",5
150,"mu[2]",-4.425280478,-4.969282815,-4.746885938,-4.502911665,-4.181684109,-3.427440927,"Thaleichthys pacificus",5
150,"mu[3]",-4.68951301,-4.990275861,-4.907699435,-4.772642573,-4.565174389,-3.932806979,"Thaleichthys pacificus",5
150,"mu[4]",-4.679646666,-4.991169433,-4.892872471,-4.753619933,-4.545026547,-3.950811367,"Thaleichthys pacificus",5
150,"mu[5]",-4.6329573,-4.989743073,-4.878482556,-4.720428282,-4.473888831,-3.831199252,"Thaleichthys pacificus",5
150,"alpha",2.742280725,2.183834135,2.535718999,2.721893891,2.928200422,3.392943108,"Thaleichthys pacificus",6
150,"rho",-1.035342098,-1.502570606,-1.196658501,-1.039656371,-0.889665231,-0.483082738,"Thaleichthys pacificus",6
150,"sigma",1.819838114,1.465438986,1.671721225,1.808254597,1.946810104,2.261102077,"Thaleichthys pacificus",6
150,"mu[1]",-2.413996666,-4.018725749,-2.988750811,-2.398844391,-1.869464359,-0.743668373,"Thaleichthys pacificus",6
150,"mu[2]",-4.42964035,-4.973511466,-4.786344062,-4.545635327,-4.179726605,-3.279403334,"Thaleichthys pacificus",6
150,"mu[3]",-4.502313223,-4.983763331,-4.820280001,-4.605932767,-4.294042433,-3.448751089,"Thaleichthys pacificus",6
150,"mu[4]",-4.557108588,-4.986743363,-4.845168671,-4.65310475,-4.373873281,-3.556604557,"Thaleichthys pacificus",6
150,"mu[5]",-4.473313749,-4.978835286,-4.809672662,-4.584723242,-4.24122494,-3.378247327,"Thaleichthys pacificus",6
150,"alpha",3.242080894,1.605375223,2.539164707,3.174240827,3.876374999,5.255150253,"Thaleichthys pacificus",7
150,"rho",1.869402332,0.728997366,1.308208367,1.793820858,2.393690683,3.317653335,"Thaleichthys pacificus",7
150,"sigma",2.197468404,1.935201153,2.10302765,2.192118442,2.283928494,2.494102055,"Thaleichthys pacificus",7
150,"mu[1]",-2.53470584,-4.85947608,-3.916660073,-2.910577512,-1.597618352,2.087515734,"Thaleichthys pacificus",7
150,"mu[2]",-2.85038952,-4.91719182,-4.24530538,-3.333309389,-1.973049777,1.87649451,"Thaleichthys pacificus",7
150,"mu[3]",-2.924099333,-4.915385535,-4.287145805,-3.440137753,-2.008277574,1.723440406,"Thaleichthys pacificus",7
150,"mu[4]",-2.691897852,-4.913076399,-4.111429488,-3.12715477,-1.718516616,1.893576676,"Thaleichthys pacificus",7
150,"mu[5]",-3.092258024,-4.942488576,-4.398366267,-3.562967525,-2.324144843,1.65283547,"Thaleichthys pacificus",7
150,"alpha",2.773758943,1.956602974,2.468717026,2.745293797,3.037357298,3.787025628,"Thaleichthys pacificus",8
150,"rho",-0.017889741,-0.978405293,-0.34815591,0.125864327,0.327126034,0.637674845,"Thaleichthys pacificus",8
150,"sigma",1.722567103,1.078123749,1.600411478,1.787446866,1.907817071,2.143594321,"Thaleichthys pacificus",8
150,"mu[1]",-1.626171581,-4.067374332,-2.461132809,-1.618037892,-0.824785394,1.006079134,"Thaleichthys pacificus",8
150,"mu[2]",-4.126085654,-4.969102905,-4.682165849,-4.31140458,-3.769086035,-2.287983087,"Thaleichthys pacificus",8
150,"mu[3]",-4.2916765,-4.974836907,-4.780130805,-4.48137852,-4.021738569,-2.506268459,"Thaleichthys pacificus",8
150,"mu[4]",-4.275979233,-4.976903797,-4.7707499,-4.489548546,-3.996062502,-2.388506915,"Thaleichthys pacificus",8
150,"mu[5]",-4.283388921,-4.9717396,-4.769551232,-4.468013123,-4.028182603,-2.519177677,"Thaleichthys pacificus",8
150,"alpha",2.936523612,2.533465239,2.783966604,2.925272707,3.081464739,3.406016511,"Thaleichthys pacificus",9
150,"rho",-1.670674368,-1.968777788,-1.7610326,-1.6640588,-1.574811966,-1.407486799,"Thaleichthys pacificus",9
150,"sigma",0.962044387,0.648505964,0.825518019,0.943999344,1.07564649,1.378663378,"Thaleichthys pacificus",9
150,"mu[1]",-1.862481149,-3.131735966,-2.273813462,-1.869535825,-1.441304272,-0.633149517,"Thaleichthys pacificus",9
150,"mu[2]",-4.693539822,-4.990694685,-4.901688133,-4.762233923,-4.559508969,-4.018188852,"Thaleichthys pacificus",9
150,"mu[3]",-4.55672921,-4.98659558,-4.849332825,-4.647469278,-4.355842356,-3.639149106,"Thaleichthys pacificus",9
150,"mu[4]",-4.674153939,-4.986854888,-4.880798898,-4.750339568,-4.537635545,-3.995449966,"Thaleichthys pacificus",9
150,"mu[5]",-4.679058213,-4.991642322,-4.893238613,-4.760426871,-4.53879005,-3.947412281,"Thaleichthys pacificus",9
150,"alpha",4.08861868,2.917651665,3.721069902,4.121929919,4.492714237,5.063627896,"Trachurus symmetricus",1
150,"rho",-1.853299578,-2.852860788,-2.217945042,-1.872838573,-1.489858715,-0.764770125,"Trachurus symmetricus",1
150,"sigma",2.392938144,0.625788012,1.860497972,2.490433809,3.006642977,3.69234908,"Trachurus symmetricus",1
150,"mu[1]",3.92163683,1.939149444,3.308589485,3.941365875,4.548884446,5.740208176,"Trachurus symmetricus",1
150,"mu[2]",-1.66701003,-3.477992693,-2.258380225,-1.668214298,-1.059981918,0.122581481,"Trachurus symmetricus",1
150,"mu[3]",0.972791719,-1.240644224,0.197272258,0.970657051,1.762627745,3.170967836,"Trachurus symmetricus",1
150,"mu[4]",-3.314485524,-4.762181667,-3.963334008,-3.359602275,-2.749842174,-1.425559189,"Trachurus symmetricus",1
150,"mu[5]",-3.848477658,-4.944734113,-4.511567225,-3.993960138,-3.353337071,-1.897957923,"Trachurus symmetricus",1
150,"alpha",3.801734103,2.520803089,3.384527784,3.796662684,4.258599419,5.001882014,"Trachurus symmetricus",10
150,"rho",-1.244467541,-2.963844388,-1.577522899,-1.124168987,-0.781829745,0.933635108,"Trachurus symmetricus",10
150,"sigma",2.816816879,0.435991895,2.599183563,3.050001641,3.422408164,4.064069874,"Trachurus symmetricus",10
150,"mu[1]",3.122528709,0.74862633,2.418460093,3.165893472,3.879868657,5.28486306,"Trachurus symmetricus",10
150,"mu[2]",-1.020701356,-3.042331161,-1.727422153,-1.057101862,-0.347963772,1.201468752,"Trachurus symmetricus",10
150,"mu[3]",-2.061974595,-4.297837633,-2.831793926,-2.046905817,-1.335123282,0.235217382,"Trachurus symmetricus",10
150,"mu[4]",-3.473938694,-4.911980602,-4.220254427,-3.610020491,-2.873942205,-1.251461092,"Trachurus symmetricus",10
150,"mu[5]",-3.950119332,-4.945835593,-4.576587607,-4.136717472,-3.520826841,-2.017063544,"Trachurus symmetricus",10
150,"alpha",3.809523892,2.789963093,3.483646883,3.822227055,4.153049669,4.74849463,"Trachurus symmetricus",11
150,"rho",-1.545308621,-2.273028372,-1.864366257,-1.628399137,-1.334227429,-0.520876549,"Trachurus symmetricus",11
150,"sigma",3.178741727,2.413008415,2.870919604,3.13963245,3.446511979,4.167457881,"Trachurus symmetricus",11
150,"mu[1]",2.709842939,0.618362775,2.057866817,2.733182685,3.400867742,4.734250763,"Trachurus symmetricus",11
150,"mu[2]",-0.446421169,-2.514370705,-1.100694953,-0.45717024,0.215516083,1.522146555,"Trachurus symmetricus",11
150,"mu[3]",-1.681655554,-3.958628115,-2.512874194,-1.683250337,-0.895861326,0.72396941,"Trachurus symmetricus",11
150,"mu[4]",-3.821419216,-4.902950157,-4.435181465,-3.952955299,-3.348932253,-2.014452534,"Trachurus symmetricus",11
150,"mu[5]",-3.772806783,-4.952155159,-4.45464273,-3.89411344,-3.267616152,-1.769805672,"Trachurus symmetricus",11
150,"alpha",4.053589511,3.143699481,3.777419644,4.064735352,4.345368537,4.891931668,"Trachurus symmetricus",12
150,"rho",-1.834759512,-2.409106946,-1.991087074,-1.826696959,-1.662755622,-1.354423499,"Trachurus symmetricus",12
150,"sigma",2.800524921,2.028248822,2.52598968,2.78464559,3.060322636,3.662536954,"Trachurus symmetricus",12
150,"mu[1]",3.890625683,2.00427844,3.245887452,3.896160508,4.535157026,5.703114429,"Trachurus symmetricus",12
150,"mu[2]",-1.24712288,-2.892633894,-1.78983202,-1.250925778,-0.69282561,0.407569817,"Trachurus symmetricus",12
150,"mu[3]",-1.654638696,-3.702444505,-2.363728745,-1.653112355,-0.956260122,0.409245327,"Trachurus symmetricus",12
150,"mu[4]",-3.057768577,-4.789143162,-3.753088208,-3.083390661,-2.389555408,-1.118263022,"Trachurus symmetricus",12
150,"mu[5]",-4.045669034,-4.960931638,-4.637240787,-4.211974235,-3.625230633,-2.19915979,"Trachurus symmetricus",12
150,"alpha",3.61407473,2.648643445,3.285759791,3.60210044,3.942159012,4.623688897,"Trachurus symmetricus",13
150,"rho",-0.94167031,-1.683786865,-1.187872204,-0.984016818,-0.768749275,0.391705644,"Trachurus symmetricus",13
150,"sigma",3.156267793,2.454046766,2.905772514,3.141329977,3.384203299,3.937864851,"Trachurus symmetricus",13
150,"mu[1]",4.35993809,1.924307742,3.649561184,4.398936331,5.121219094,6.611756169,"Trachurus symmetricus",13
150,"mu[2]",-0.043243731,-2.204329844,-0.763050723,-0.048357322,0.688752583,2.256902033,"Trachurus symmetricus",13
150,"mu[3]",-2.129032799,-4.504629118,-3.076077467,-2.155659458,-1.25938072,0.544985509,"Trachurus symmetricus",13
150,"mu[4]",-3.238295448,-4.910482528,-4.044368376,-3.37252515,-2.58136644,-0.884209822,"Trachurus symmetricus",13
150,"mu[5]",-3.728093535,-4.940213305,-4.448186786,-3.879273554,-3.199336657,-1.605295757,"Trachurus symmetricus",13
150,"alpha",4.813591028,4.236708175,4.599615604,4.804909552,5.021276443,5.451593783,"Trachurus symmetricus",14
150,"rho",-1.880994405,-2.213117425,-1.989518248,-1.878972654,-1.770642506,-1.565040596,"Trachurus symmetricus",14
150,"sigma",0.948281125,0.479597032,0.704670967,0.889508607,1.128351395,1.752439914,"Trachurus symmetricus",14
150,"mu[1]",2.365418019,0.620783995,1.757467942,2.373375874,2.960599083,4.165144241,"Trachurus symmetricus",14
150,"mu[2]",-1.357605006,-3.150327364,-1.972990469,-1.379775908,-0.733728588,0.455835275,"Trachurus symmetricus",14
150,"mu[3]",-0.072742022,-2.272043525,-0.78067167,-0.068504856,0.636393904,2.099271187,"Trachurus symmetricus",14
150,"mu[4]",-3.740489876,-4.938215896,-4.394363147,-3.862502018,-3.224822138,-1.821086549,"Trachurus symmetricus",14
150,"mu[5]",-3.904956383,-4.940058902,-4.525897259,-4.046485036,-3.416742925,-2.052702344,"Trachurus symmetricus",14
150,"alpha",3.856602331,2.593505484,3.522181113,3.907707084,4.251443627,4.805816658,"Trachurus symmetricus",15
150,"rho",-2.031786031,-2.942813315,-2.535640728,-2.175574202,-1.853648325,1.449199601,"Trachurus symmetricus",15
150,"sigma",2.864634803,1.604214186,2.433508759,2.854787066,3.266912553,4.283480374,"Trachurus symmetricus",15
150,"mu[1]",3.565342282,1.406538449,2.99338366,3.605691857,4.207286559,5.314090362,"Trachurus symmetricus",15
150,"mu[2]",-1.010660739,-2.681990172,-1.654438673,-1.056762288,-0.39048639,0.911450207,"Trachurus symmetricus",15
150,"mu[3]",-0.357890652,-2.574711035,-1.134843503,-0.389072404,0.402353889,2.07591005,"Trachurus symmetricus",15
150,"mu[4]",-3.950679202,-4.954931354,-4.537762936,-4.086511288,-3.520295945,-2.186847759,"Trachurus symmetricus",15
150,"mu[5]",-3.910675445,-4.943384724,-4.538145272,-4.057172745,-3.488016198,-2.077859484,"Trachurus symmetricus",15
150,"alpha",4.024196402,2.895506185,3.602003424,4.033341825,4.451335878,5.096734844,"Trachurus symmetricus",16
150,"rho",-1.612156165,-2.878625489,-2.249253631,-1.592073254,-1.161145584,1.272200845,"Trachurus symmetricus",16
150,"sigma",2.973727632,1.231037952,2.485343022,3.113422034,3.538886148,4.351072772,"Trachurus symmetricus",16
150,"mu[1]",3.559254226,1.279107539,2.92944509,3.635524771,4.2660642,5.423799099,"Trachurus symmetricus",16
150,"mu[2]",-0.858490592,-2.918438564,-1.526708707,-0.845031427,-0.194333371,1.229917872,"Trachurus symmetricus",16
150,"mu[3]",-0.291829055,-2.993594309,-1.084095317,-0.285020114,0.554181095,2.105605077,"Trachurus symmetricus",16
150,"mu[4]",-3.605899935,-4.918867146,-4.313315603,-3.717617344,-3.072409618,-1.607901903,"Trachurus symmetricus",16
150,"mu[5]",-3.746600021,-4.948449464,-4.480813757,-3.95790763,-3.240793426,-1.425941327,"Trachurus symmetricus",16
150,"alpha",3.465539844,2.496257719,3.120497732,3.4644465,3.795789238,4.497144275,"Trachurus symmetricus",17
150,"rho",-0.761410961,-1.521788286,-1.029197982,-0.744839864,-0.512248233,-0.001163594,"Trachurus symmetricus",17
150,"sigma",3.509385522,2.828393015,3.292850219,3.520588992,3.738022798,4.155572936,"Trachurus symmetricus",17
150,"mu[1]",4.466931865,1.846861533,3.598534995,4.498316531,5.346245251,7.004625567,"Trachurus symmetricus",17
150,"mu[2]",-0.785639246,-3.060475418,-1.545995385,-0.791225992,-0.063713108,1.590721401,"Trachurus symmetricus",17
150,"mu[3]",-1.634122152,-4.283376724,-2.541754601,-1.65654364,-0.741562509,0.989229574,"Trachurus symmetricus",17
150,"mu[4]",-3.257556782,-4.832819631,-4.047850929,-3.388355411,-2.610288981,-0.970790234,"Trachurus symmetricus",17
150,"mu[5]",-3.962101956,-4.960392663,-4.604859888,-4.139809251,-3.50913512,-2.027929193,"Trachurus symmetricus",17
150,"alpha",3.503076514,2.569655942,3.182130618,3.503916526,3.797305182,4.566312035,"Trachurus symmetricus",18
150,"rho",-1.141277247,-2.521808685,-1.287412369,-1.110051131,-0.946103454,-0.577817889,"Trachurus symmetricus",18
150,"sigma",3.357842001,2.618291436,3.172089901,3.384947956,3.607257951,4.052946808,"Trachurus symmetricus",18
150,"mu[1]",2.052802447,0.073371422,1.367456729,2.046973794,2.721080758,4.085019603,"Trachurus symmetricus",18
150,"mu[2]",-1.648160468,-3.460634077,-2.358925959,-1.624309419,-0.99002632,0.281677315,"Trachurus symmetricus",18
150,"mu[3]",-2.064637062,-4.293143176,-2.752435852,-2.10345975,-1.356857373,0.214466116,"Trachurus symmetricus",18
150,"mu[4]",-3.483787614,-4.886125073,-4.254077211,-3.586821702,-2.841951379,-1.391557059,"Trachurus symmetricus",18
150,"mu[5]",-4.044746473,-4.955061959,-4.635429798,-4.229907339,-3.615411985,-2.240212589,"Trachurus symmetricus",18
150,"alpha",4.168064435,3.179754928,3.861243861,4.186922409,4.496959047,5.083136905,"Trachurus symmetricus",19
150,"rho",-1.554336902,-2.075100437,-1.749764977,-1.580629426,-1.389170561,-0.861146088,"Trachurus symmetricus",19
150,"sigma",3.063713953,2.317225668,2.753075513,3.029301766,3.347471261,3.974734247,"Trachurus symmetricus",19
150,"mu[1]",2.649803771,0.616023101,1.977625977,2.648307414,3.303530982,4.682099733,"Trachurus symmetricus",19
150,"mu[2]",-0.40999849,-2.169397425,-1.015976903,-0.423960824,0.214751303,1.412443552,"Trachurus symmetricus",19
150,"mu[3]",-1.660941846,-4.099971725,-2.566509092,-1.684254498,-0.743864039,0.921122415,"Trachurus symmetricus",19
150,"mu[4]",-2.860775198,-4.756689542,-3.60203378,-2.902331261,-2.165959989,-0.680500568,"Trachurus symmetricus",19
150,"mu[5]",-3.094851254,-4.819844243,-3.915688177,-3.204987731,-2.381413298,-0.816812718,"Trachurus symmetricus",19
150,"alpha",4.57206294,3.835547387,4.373566683,4.590989536,4.797945259,5.20579339,"Trachurus symmetricus",2
150,"rho",-2.203596267,-2.650256437,-2.33651485,-2.199311781,-2.067597137,-1.769484471,"Trachurus symmetricus",2
150,"sigma",0.912905525,0.039326746,0.337757073,0.779993706,1.341782045,2.508470269,"Trachurus symmetricus",2
150,"mu[1]",4.88425609,3.161248183,4.318551303,4.890320574,5.463454295,6.553517351,"Trachurus symmetricus",2
150,"mu[2]",-0.44109775,-1.953388174,-0.970235704,-0.433840894,0.05887549,1.088920803,"Trachurus symmetricus",2
150,"mu[3]",-1.451995256,-3.36805894,-2.132813078,-1.475242177,-0.765717374,0.467829764,"Trachurus symmetricus",2
150,"mu[4]",-3.452330351,-4.877295255,-4.086993224,-3.511766944,-2.896205902,-1.667819511,"Trachurus symmetricus",2
150,"mu[5]",-4.341442382,-4.975218956,-4.752916632,-4.470363384,-4.052734367,-3.041917572,"Trachurus symmetricus",2
150,"alpha",3.806456585,2.598693304,3.378974046,3.812267495,4.234042273,4.98456841,"Trachurus symmetricus",20
150,"rho",-0.653317594,-1.674863627,-1.271491304,-0.904797714,-0.061547211,1.231038593,"Trachurus symmetricus",20
150,"sigma",3.377234416,2.336328276,2.945978016,3.402992898,3.828361129,4.343994918,"Trachurus symmetricus",20
150,"mu[1]",3.332304744,0.041509175,2.471426063,3.393509698,4.297457526,6.085865994,"Trachurus symmetricus",20
150,"mu[2]",0.628331755,-2.349698384,-0.212566538,0.668122237,1.493630338,3.369585542,"Trachurus symmetricus",20
150,"mu[3]",-2.030326701,-4.53311616,-2.931652982,-2.062631539,-1.200305646,0.732046883,"Trachurus symmetricus",20
150,"mu[4]",-3.136848825,-4.883249864,-4.01203056,-3.290225672,-2.444853706,-0.433588168,"Trachurus symmetricus",20
150,"mu[5]",-3.636911882,-4.947181122,-4.467779825,-3.881453164,-3.115841496,-0.91619099,"Trachurus symmetricus",20
150,"alpha",4.437715906,2.992033372,4.130043839,4.562139936,4.848219359,5.39135469,"Trachurus symmetricus",3
150,"rho",-1.101062663,-2.510542048,-2.162824572,-1.886319763,0.236582843,1.809681175,"Trachurus symmetricus",3
150,"sigma",1.865073179,0.260759523,0.695454993,1.292889805,3.484204029,4.107493407,"Trachurus symmetricus",3
150,"mu[1]",2.509462939,-2.319434952,1.980210544,2.779754838,3.463741282,4.953413373,"Trachurus symmetricus",3
150,"mu[2]",-1.321376394,-3.814369079,-2.06497221,-1.387539022,-0.688769722,1.718354014,"Trachurus symmetricus",3
150,"mu[3]",0.025225235,-3.609111341,-0.978657037,0.084186925,1.078643462,3.373942662,"Trachurus symmetricus",3
150,"mu[4]",-3.634724115,-4.943860286,-4.505204372,-3.991372232,-3.187353687,-0.07861999,"Trachurus symmetricus",3
150,"mu[5]",-3.773198124,-4.962520526,-4.599169546,-4.140356622,-3.413908235,-0.131168228,"Trachurus symmetricus",3
150,"alpha",3.687977473,2.735352298,3.366828745,3.680565241,4.021312875,4.651817653,"Trachurus symmetricus",4
150,"rho",-1.237762806,-1.947470972,-1.463163639,-1.228020555,-1.001125401,-0.619737973,"Trachurus symmetricus",4
150,"sigma",3.18380345,2.409977793,2.91944852,3.194409213,3.453177046,3.90913206,"Trachurus symmetricus",4
150,"mu[1]",3.482126654,1.432235682,2.840695551,3.488990499,4.117924119,5.505813288,"Trachurus symmetricus",4
150,"mu[2]",-1.625248047,-3.598408404,-2.308141746,-1.650468458,-0.924667008,0.383069167,"Trachurus symmetricus",4
150,"mu[3]",-2.452575823,-4.542346572,-3.203499031,-2.4640141,-1.725287235,-0.251737473,"Trachurus symmetricus",4
150,"mu[4]",-3.098634846,-4.875292149,-3.921373161,-3.176296357,-2.394510881,-0.74654526,"Trachurus symmetricus",4
150,"mu[5]",-4.009045483,-4.960202649,-4.601109963,-4.164801004,-3.588485649,-2.23702486,"Trachurus symmetricus",4
150,"alpha",4.661112115,3.49868505,4.399830646,4.707599033,4.980836775,5.495462963,"Trachurus symmetricus",5
150,"rho",-2.201257099,-2.795960425,-2.421914238,-2.249932088,-2.050685596,-1.260893831,"Trachurus symmetricus",5
150,"sigma",2.009859081,0.996555883,1.507043987,1.884215731,2.398947157,3.623627136,"Trachurus symmetricus",5
150,"mu[1]",2.889474209,0.92012999,2.241792226,2.905626417,3.544892932,4.761981235,"Trachurus symmetricus",5
150,"mu[2]",0.01096225,-1.716403729,-0.561594379,0.008196791,0.593349884,1.805613912,"Trachurus symmetricus",5
150,"mu[3]",-1.550725559,-3.663086136,-2.266331664,-1.536930723,-0.853162801,0.534646412,"Trachurus symmetricus",5
150,"mu[4]",-2.96058354,-4.620318357,-3.678175528,-3.012278369,-2.322338289,-0.914298182,"Trachurus symmetricus",5
150,"mu[5]",-4.230735104,-4.971889007,-4.695520021,-4.346778884,-3.889167484,-2.846070615,"Trachurus symmetricus",5
150,"alpha",4.289332593,3.003106531,3.834063495,4.373117808,4.760936703,5.29939845,"Trachurus symmetricus",6
150,"rho",-1.848128012,-2.955613309,-2.654031954,-1.774229803,-1.102143296,-0.639296808,"Trachurus symmetricus",6
150,"sigma",2.16163837,0.419170851,0.967177895,2.502350188,3.152184153,3.815569828,"Trachurus symmetricus",6
150,"mu[1]",3.634698425,1.281420825,2.898613701,3.618122705,4.347920921,6.035591574,"Trachurus symmetricus",6
150,"mu[2]",-0.743827615,-2.586345779,-1.436624564,-0.766418695,-0.097081608,1.245292036,"Trachurus symmetricus",6
150,"mu[3]",-1.901335113,-3.903405091,-2.62738418,-1.926899393,-1.186076464,0.324605582,"Trachurus symmetricus",6
150,"mu[4]",-3.633695772,-4.935401439,-4.279805215,-3.712900468,-3.087225357,-1.852875607,"Trachurus symmetricus",6
150,"mu[5]",-3.720791505,-4.929607763,-4.431891765,-3.880665121,-3.183751037,-1.591898889,"Trachurus symmetricus",6
150,"alpha",3.283009476,1.95963322,2.812218034,3.283587982,3.721401195,4.657405682,"Trachurus symmetricus",7
150,"rho",-0.25719832,-2.556288375,-1.409421635,-0.806631129,1.192798451,1.97650845,"Trachurus symmetricus",7
150,"sigma",3.887851734,2.900460805,3.549893197,3.964218453,4.249206487,4.650874247,"Trachurus symmetricus",7
150,"mu[1]",1.909311149,-2.580908944,1.069618728,2.186389479,3.045832508,4.859858929,"Trachurus symmetricus",7
150,"mu[2]",-0.482599691,-3.401916418,-1.51353043,-0.6541176,0.329884442,3.528006576,"Trachurus symmetricus",7
150,"mu[3]",-0.007582902,-3.641204572,-0.987227812,0.120790213,1.07235858,3.050396929,"Trachurus symmetricus",7
150,"mu[4]",-2.52993774,-4.71092807,-3.549931872,-2.749481967,-1.8299648,1.112137238,"Trachurus symmetricus",7
150,"mu[5]",-3.503765199,-4.948268262,-4.521155977,-3.890195215,-2.956102241,0.333544121,"Trachurus symmetricus",7
150,"alpha",4.639363107,3.956818594,4.421348688,4.641289925,4.870404408,5.313037051,"Trachurus symmetricus",8
150,"rho",-2.179004518,-2.816688997,-2.388248005,-2.163075257,-1.968728523,-1.582387427,"Trachurus symmetricus",8
150,"sigma",1.488339699,0.687313187,1.109072928,1.436209757,1.794577795,2.627365507,"Trachurus symmetricus",8
150,"mu[1]",2.298609672,0.551187811,1.686665603,2.295318044,2.907164763,4.080047999,"Trachurus symmetricus",8
150,"mu[2]",-1.833576642,-3.58477683,-2.424077847,-1.813977066,-1.248091056,-0.144646159,"Trachurus symmetricus",8
150,"mu[3]",-1.062860592,-3.017634126,-1.709017165,-1.03142553,-0.407144577,0.789543039,"Trachurus symmetricus",8
150,"mu[4]",-3.728529781,-4.931529008,-4.34951463,-3.824157137,-3.19798759,-1.952597198,"Trachurus symmetricus",8
150,"mu[5]",-3.941727937,-4.958077467,-4.555596984,-4.066459883,-3.494591699,-2.165895094,"Trachurus symmetricus",8
150,"alpha",3.760562426,2.298243593,3.4355087,3.824560766,4.172168729,4.772681349,"Trachurus symmetricus",9
150,"rho",-2.007381495,-2.964966504,-2.634495799,-2.282804738,-1.898516138,1.037224857,"Trachurus symmetricus",9
150,"sigma",2.622510315,1.315104268,2.122659139,2.535670472,3.049812323,4.165904368,"Trachurus symmetricus",9
150,"mu[1]",4.189788685,2.063982063,3.61420713,4.251059565,4.807700539,5.921720761,"Trachurus symmetricus",9
150,"mu[2]",-1.721464739,-3.399523229,-2.263494809,-1.746528852,-1.233605648,0.203470957,"Trachurus symmetricus",9
150,"mu[3]",-0.998386991,-3.093166106,-1.624704428,-0.980983938,-0.331399351,1.050442392,"Trachurus symmetricus",9
150,"mu[4]",-3.716938816,-4.914328091,-4.38540254,-3.86294119,-3.233279477,-1.671639569,"Trachurus symmetricus",9
150,"mu[5]",-4.056975656,-4.949849365,-4.633389656,-4.203025973,-3.671544229,-2.316635577,"Trachurus symmetricus",9
100,"alpha",4.660628099,3.946785304,4.424143507,4.649684414,4.892905494,5.443617625,"Clupea pallasii",1
100,"rho",-1.939449506,-2.48712824,-2.091684168,-1.924021822,-1.781141568,-1.519234566,"Clupea pallasii",1
100,"sigma",0.780372327,0.289796106,0.487469737,0.671059134,0.944919383,1.950887433,"Clupea pallasii",1
100,"mu[1]",0.338072647,-1.76979589,-0.435517878,0.333321577,1.073455904,2.571164178,"Clupea pallasii",1
100,"mu[2]",-3.202259731,-4.76217311,-3.833754918,-3.229531625,-2.640020057,-1.438508803,"Clupea pallasii",1
100,"mu[3]",-3.5367288,-4.916784381,-4.280062896,-3.657022202,-2.924726367,-1.449380768,"Clupea pallasii",1
100,"mu[4]",-4.081856118,-4.955642254,-4.636416017,-4.24060493,-3.694495822,-2.29987421,"Clupea pallasii",1
100,"mu[5]",-3.773765032,-4.922968014,-4.491327845,-3.959359544,-3.264256336,-1.638355184,"Clupea pallasii",1
100,"alpha",4.243304924,3.612712309,4.003861353,4.235218369,4.456552501,4.947434719,"Clupea pallasii",10
100,"rho",-2.156497697,-2.667928827,-2.30847575,-2.145379743,-1.987354212,-1.724395454,"Clupea pallasii",10
100,"sigma",0.667531398,0.052484227,0.32225538,0.58080413,0.928673797,1.751847081,"Clupea pallasii",10
100,"mu[1]",-0.416829496,-3.034670898,-1.309652118,-0.41732541,0.463405215,2.264445646,"Clupea pallasii",10
100,"mu[2]",-2.447812046,-4.064002199,-2.986140101,-2.433270207,-1.910643167,-0.851169589,"Clupea pallasii",10
100,"mu[3]",-3.079095386,-4.769554749,-3.762803581,-3.13325001,-2.436366523,-1.076965248,"Clupea pallasii",10
100,"mu[4]",-4.365148225,-4.979039442,-4.779415261,-4.509606496,-4.091185656,-3.005562556,"Clupea pallasii",10
100,"mu[5]",-4.481361504,-4.981312995,-4.827694629,-4.603767733,-4.271509316,-3.295635034,"Clupea pallasii",10
100,"alpha",3.84372773,2.171859515,3.424663276,3.907766783,4.315467271,5.26292102,"Clupea pallasii",11
100,"rho",-0.265658366,-2.970689447,-2.685205197,-0.964979093,2.086737906,2.792512728,"Clupea pallasii",11
100,"sigma",2.558365913,0.113603292,1.388937481,3.1976056,3.652489646,4.087781042,"Clupea pallasii",11
100,"mu[1]",-0.32642729,-3.697197061,-1.702113102,-0.693321381,0.575447069,5.067034092,"Clupea pallasii",11
100,"mu[2]",-1.654801139,-4.301165927,-2.919229103,-2.079638622,-0.868650454,3.503863596,"Clupea pallasii",11
